x,y,strength,angle_deg,spin_deg,count
1.0,0.0,0.7264,-9.5555,-3.5253,2
1.0,0.1,0.7265,-9.5606,-3.5156,3
1.0,0.2,0.7265,-9.5609,-3.5156,2
1.0,0.3,0.7268,-9.5818,-3.5151,1
1.0,0.4,0.7246,-9.6497,-3.3733,1
1.0,0.5,0.6001,-3.4768,-1.8668,1
1.0,0.6,0.5463,0.1981,-0.9825,1
1.0,0.7,0.5486,0.3318,-0.9474,1
1.0,0.8,0.5409,1.9319,-0.65,1
1.0,0.9,0.5771,3.0404,-0.312,1
1.0,1.0,1.2104,10.5292,4.3014,1
1.1,-1.0,0.7649,9.9792,-0.8298,1
1.1,-0.9,0.8364,-11.0037,-3.3112,1
1.1,-0.8,0.7689,-9.8872,-4.0789,2
1.1,-0.7,0.7261,-10.1881,-3.9332,1
1.1,-0.6,0.6906,-10.118,-3.473,2
1.1,-0.5,0.6393,-9.0109,-2.8533,2
1.1,-0.4,0.5205,-6.011,-1.2767,1
1.1,-0.3,0.5297,-6.0893,-1.2743,1
1.1,-0.2,0.5485,-6.4764,-1.3708,2
1.1,-0.1,0.6682,-7.9154,-2.8936,1
1.1,0.0,0.7056,-9.0413,-3.4349,1
1.1,0.1,0.7258,-9.5118,-3.6451,1
1.1,0.2,0.6174,-5.8904,-2.0252,2
1.1,0.3,0.5943,-4.6634,-1.7822,5
1.1,0.4,0.4977,-0.8708,-0.5032,3
1.1,0.5,0.4944,-0.4673,-0.4496,3
1.1,0.6,0.4895,-0.4731,-0.4809,3
1.1,0.7,0.4865,0.4562,-1.0436,3
1.1,0.8,0.4923,0.3707,-0.8744,1
1.1,0.9,0.5494,1.9921,-0.5735,1
1.2,-1.0,0.5249,-8.3402,-2.2509,1
1.2,-0.9,0.6136,-9.728,-2.9824,1
1.2,-0.8,0.6099,-9.6682,-2.949,1
1.2,-0.7,0.6074,-9.3802,-2.7892,1
1.2,-0.6,0.6069,-9.396,-2.6509,1
1.2,-0.5,0.5588,-7.8758,-1.7114,1
1.2,-0.4,0.5081,-6.6676,-0.9591,1
1.2,-0.3,0.5071,-6.7877,-0.8478,1
1.2,-0.2,0.5162,-6.6063,-0.8847,3
1.2,-0.1,0.579,-7.3343,-1.7294,2
1.2,0.0,0.643,-7.9056,-2.4531,4
1.2,0.1,0.5347,-3.4496,-0.9466,2
1.2,0.2,0.5119,-2.4257,-0.5383,6
1.2,0.3,0.4976,-1.9146,-0.3513,5
1.2,0.4,0.4854,-1.5271,-0.1441,4
1.2,0.5,0.4852,-1.4751,-0.1639,6
1.2,0.6,0.4867,-1.1411,-0.2762,8
1.2,0.7,0.4868,-0.7612,-0.5255,5
1.2,0.8,0.4864,-0.7534,-0.5197,1
1.2,0.9,0.4738,-0.2463,-0.9088,1
1.2,1.0,0.6947,-2.0038,-5.29,1
1.3,-1.0,0.5155,-8.9509,-2.268,1
1.3,-0.9,0.5137,-9.0249,-2.3069,1
1.3,-0.8,0.5149,-9.0467,-2.3241,1
1.3,-0.7,0.5149,-9.0368,-2.3191,1
1.3,-0.6,0.5144,-8.9893,-2.289,2
1.3,-0.5,0.5097,-7.8209,-1.4207,2
1.3,-0.4,0.5062,-7.2986,-1.0866,2
1.3,-0.3,0.506,-6.6973,-0.7665,5
1.3,-0.2,0.5067,-6.5346,-0.6429,5
1.3,-0.1,0.5094,-6.137,-0.445,1
1.3,0.0,0.5031,-3.9473,-0.0282,4
1.3,0.1,0.4913,-2.2405,-0.1729,5
1.3,0.2,0.4874,-1.6875,-0.2063,5
1.3,0.3,0.4863,-1.5664,-0.1964,4
1.3,0.4,0.4863,-1.5801,-0.1623,10
1.3,0.5,0.4857,-1.5334,-0.1433,6
1.3,0.6,0.4867,-1.4026,-0.1868,8
1.3,0.7,0.4868,-1.2395,-0.3069,2
1.3,0.8,0.4863,-0.9419,-0.4467,1
1.3,0.9,0.4709,-0.0975,-0.8538,1
1.3,1.0,1.0663,16.6896,-4.9851,1
1.4,-1.0,0.5144,-8.9902,-2.2751,1
1.4,-0.9,0.5135,-9.0245,-2.3678,1
1.4,-0.8,0.5136,-9.0277,-2.3829,6
1.4,-0.7,0.5138,-9.0227,-2.3846,3
1.4,-0.6,0.5168,-8.773,-2.3311,2
1.4,-0.5,0.5137,-7.7436,-1.5853,3
1.4,-0.4,0.5094,-7.297,-1.2226,3
1.4,-0.3,0.5051,-6.904,-0.9141,4
1.4,-0.2,0.5082,-6.6947,-0.7914,6
1.4,-0.1,0.5085,-6.1566,-0.3408,2
1.4,0.0,0.5032,-3.9591,0.0555,4
1.4,0.1,0.4904,-2.0706,-0.1268,12
1.4,0.2,0.4877,-1.6693,-0.2037,3
1.4,0.3,0.4868,-1.4887,-0.3133,4
1.4,0.4,0.4864,-1.5857,-0.1697,5
1.4,0.5,0.4861,-1.5793,-0.1459,8
1.4,0.6,0.4864,-1.6254,-0.1093,5
1.4,0.7,0.4871,-1.4938,-0.213,2
1.4,0.8,0.4855,-1.3263,-0.2994,2
1.4,0.9,0.459,-0.5678,-0.7211,1
1.4,1.0,0.808,7.3683,0.328,1
1.5,-1.0,0.5154,-8.9617,-2.2464,1
1.5,-0.9,0.5135,-9.0234,-2.3664,1
1.5,-0.8,0.5126,-8.9637,-2.3879,6
1.5,-0.7,0.5138,-8.8999,-2.3772,3
1.5,-0.6,0.5171,-8.6774,-2.3422,5
1.5,-0.5,0.5145,-7.6459,-1.6483,2
1.5,-0.4,0.5106,-7.3079,-1.3252,7
1.5,-0.3,0.5101,-7.1464,-1.2102,5
1.5,-0.2,0.5082,-6.6936,-0.7901,4
1.5,-0.1,0.5093,-6.1474,-0.3529,5
1.5,0.0,0.5031,-3.9333,0.151,4
1.5,0.1,0.4904,-2.0767,-0.1219,11
1.5,0.2,0.4884,-1.6599,-0.1887,8
1.5,0.3,0.4874,-1.6028,-0.2155,7
1.5,0.4,0.4866,-1.5899,-0.1797,4
1.5,0.5,0.4866,-1.594,-0.1721,3
1.5,0.6,0.489,-1.6471,-0.1984,2
1.5,0.7,0.4871,-1.5005,-0.2153,3
1.5,0.8,0.4851,-1.3489,-0.3137,1
1.5,0.9,0.452,-0.7897,-0.8303,1
1.5,1.0,0.8125,-10.3027,-2.4439,1
1.6,-1.0,0.5155,-8.9597,-2.2457,1
1.6,-0.9,0.5136,-9.0165,-2.3657,1
1.6,-0.8,0.5137,-9.0201,-2.3809,5
1.6,-0.7,0.5139,-8.8963,-2.3729,3
1.6,-0.6,0.5168,-8.6221,-2.3336,7
1.6,-0.5,0.5146,-7.6353,-1.6652,7
1.6,-0.4,0.5157,-7.5706,-1.6756,7
1.6,-0.3,0.5137,-7.2681,-1.3898,5
1.6,-0.2,0.5109,-6.517,-0.7042,5
1.6,-0.1,0.5093,-6.142,-0.3647,4
1.6,0.0,0.5036,-3.9481,0.0606,2
1.6,0.1,0.4904,-2.0768,-0.1219,3
1.6,0.2,0.5045,-2.2102,-0.3582,9
1.6,0.3,0.5042,-2.111,-0.391,5
1.6,0.4,0.4964,-1.882,-0.2983,4
1.6,0.5,0.4963,-1.8596,-0.331,3
1.6,0.6,0.5,-1.9507,-0.4129,2
1.6,0.7,0.4906,-1.4106,-0.352,2
1.6,0.8,0.4897,-1.2493,-0.3497,2
1.6,0.9,0.5025,-0.1061,-0.8493,1
1.6,1.0,0.5945,0.5537,-1.1569,1
1.7,-1.0,0.5178,-8.92,-2.2413,1
1.7,-0.9,0.5154,-8.9067,-2.294,1
1.7,-0.8,0.5157,-8.9653,-2.3109,4
1.7,-0.7,0.5152,-8.7853,-2.3143,3
1.7,-0.6,0.5168,-8.6072,-2.3232,4
1.7,-0.5,0.5215,-8.1665,-2.2835,5
1.7,-0.4,0.5223,-8.132,-2.2075,7
1.7,-0.3,0.5216,-7.579,-1.8031,3
1.7,-0.2,0.5173,-6.2205,-0.6026,3
1.7,-0.1,0.5169,-5.5256,-0.1364,7
1.7,0.0,0.5065,-3.8175,-0.0609,5
1.7,0.1,0.5064,-3.718,-0.1034,6
1.7,0.2,0.5119,-2.8242,-0.3934,5
1.7,0.3,0.5153,-2.4339,-0.5767,3
1.7,0.4,0.5153,-2.4317,-0.5793,4
1.7,0.5,0.5177,-2.44,-0.7177,5
1.7,0.6,0.5171,-2.2848,-0.7932,3
1.7,0.7,0.5285,-0.9268,-1.0096,2
1.7,0.8,0.5263,0.2183,-0.9926,1
1.7,0.9,0.528,0.2078,-0.9687,1
1.7,1.0,0.6501,3.4229,-1.5501,1
1.8,-1.0,0.5429,-8.3974,-1.998,1
1.8,-0.9,0.5333,-7.5586,-1.8993,1
1.8,-0.8,0.5303,-7.563,-1.7649,4
1.8,-0.7,0.5217,-8.0558,-1.8691,5
1.8,-0.6,0.5217,-8.1477,-2.1491,6
1.8,-0.5,0.5215,-8.0931,-2.1179,1
1.8,-0.4,0.5214,-8.0153,-2.0795,2
1.8,-0.3,0.522,-7.6163,-1.8191,2
1.8,-0.2,0.5259,-6.6216,-1.3247,4
1.8,-0.1,0.5276,-5.4205,-0.6109,5
1.8,0.0,0.535,-4.4794,-0.5623,4
1.8,0.1,0.5378,-3.8706,-0.6636,3
1.8,0.2,0.5196,-2.4889,-0.7245,7
1.8,0.3,0.5208,-2.5286,-0.6857,3
1.8,0.4,0.523,-2.6026,-0.6213,6
1.8,0.5,0.5195,-2.4992,-0.707,3
1.8,0.6,0.5172,-2.2849,-0.7928,1
1.8,0.7,0.5306,-0.941,-1.0058,1
1.8,0.8,0.5365,0.5705,-0.8656,3
1.8,0.9,0.5403,0.4576,-0.8927,1
1.8,1.0,0.6126,-1.8482,0.1726,1
1.9,-1.0,0.5742,-9.2363,-2.2393,1
1.9,-0.9,0.5544,-8.2289,-1.9876,1
1.9,-0.8,0.5319,-7.5916,-1.7278,3
1.9,-0.7,0.5237,-7.9582,-1.9499,4
1.9,-0.6,0.5235,-7.9384,-1.9342,4
1.9,-0.5,0.5239,-7.8963,-1.9178,3
1.9,-0.4,0.5251,-7.4287,-1.7182,4
1.9,-0.3,0.5266,-6.4239,-1.3161,2
1.9,-0.2,0.5352,-4.7488,-0.5239,8
1.9,-0.1,0.5354,-4.6267,-0.5187,1
1.9,0.0,0.5389,-4.3442,-0.5453,3
1.9,0.1,0.5418,-3.9153,-0.61,2
1.9,0.2,0.5386,-2.9265,-0.6395,2
1.9,0.3,0.5321,-2.774,-0.6417,2
1.9,0.4,0.5302,-2.719,-0.6686,2
1.9,0.5,0.5259,-2.6257,-0.7102,2
1.9,0.6,0.5277,-2.1536,-0.8777,2
1.9,0.7,0.5323,-0.9435,-1.0034,1
1.9,0.8,0.5412,0.4699,-0.9282,2
1.9,0.9,0.544,0.4877,-0.8821,1
1.9,1.0,0.6728,-1.3782,-0.9005,1
2.0,-1.0,0.6116,-10.6129,-2.7869,1
2.0,-0.9,0.5745,-8.6687,-2.4105,1
2.0,-0.8,0.5373,-7.6649,-1.7906,7
2.0,-0.7,0.5373,-7.6653,-1.7901,2
2.0,-0.6,0.5349,-7.5405,-1.77,4
2.0,-0.5,0.5338,-7.3524,-1.6367,2
2.0,-0.4,0.5315,-6.7498,-1.3082,2
2.0,-0.3,0.5395,-5.2551,-0.5131,3
2.0,-0.2,0.5409,-4.7175,-0.5203,1
2.0,-0.1,0.542,-4.5064,-0.5188,3
2.0,0.0,0.5447,-4.1335,-0.5002,2
2.0,0.1,0.5558,-3.4267,-0.5652,3
2.0,0.2,0.5432,-2.9331,-0.6103,4
2.0,0.3,0.5407,-2.7706,-0.7518,1
2.0,0.4,0.5573,-2.2854,-1.0877,4
2.0,0.5,0.559,-2.0775,-1.2167,3
2.0,0.6,0.5564,-1.6264,-1.1416,1
2.0,0.7,0.5809,-0.6788,-1.4596,2
2.0,0.8,0.5956,0.0708,-1.38,1
2.0,0.9,0.5752,1.0944,-1.0982,1
2.0,1.0,0.6087,-1.1407,0.1268,1
2.1,-1.0,0.6469,-12.9039,-2.9712,1
2.1,-0.9,0.609,-9.999,-2.5742,1
2.1,-0.8,0.6059,-9.5201,-2.5156,1
2.1,-0.7,0.6058,-9.4988,-2.5176,1
2.1,-0.6,0.5786,-8.1655,-2.2396,1
2.1,-0.5,0.5815,-8.1739,-2.1515,1
2.1,-0.4,0.5505,-6.5964,-1.7895,1
2.1,-0.3,0.5492,-6.382,-1.74,1
2.1,-0.2,0.5482,-5.0255,-1.1784,1
2.1,-0.1,0.5506,-4.201,-1.0644,2
2.1,0.0,0.5542,-3.7248,-0.899,3
2.1,0.1,0.5589,-3.2106,-0.7069,2
2.1,0.2,0.5605,-3.1308,-0.7501,1
2.1,0.3,0.5652,-2.8415,-0.9191,1
2.1,0.4,0.6016,-1.8283,-1.6767,3
2.1,0.5,0.6194,-1.2603,-1.9621,2
2.1,0.6,0.6195,-1.2114,-1.9224,1
2.1,0.7,0.6192,-0.6221,-1.773,1
2.1,0.8,0.6158,0.4272,-1.6835,2
2.1,0.9,0.6104,4.3555,-0.7018,1
2.1,1.0,0.7109,4.9824,-4.1343,1
2.2,-1.0,0.6426,-12.9345,-3.043,1
2.2,-0.9,0.6272,-12.1732,-2.5548,1
2.2,-0.8,0.6233,-11.4264,-2.8008,1
2.2,-0.7,0.6237,-11.3111,-2.8135,1
2.2,-0.6,0.6207,-10.4336,-2.6017,1
2.2,-0.5,0.6295,-9.69,-1.859,1
2.2,-0.4,0.6233,-8.6113,-1.459,1
2.2,-0.3,0.6201,-6.3852,-1.1969,1
2.2,-0.2,0.6054,-6.3665,-1.2231,1
2.2,-0.1,0.5834,-4.2101,-1.0375,1
2.2,0.0,0.5761,-2.994,-0.9883,2
2.2,0.1,0.5791,-3.2371,-0.9677,1
2.2,0.2,0.5813,-2.4706,-1.2792,1
2.2,0.3,0.582,-2.3997,-1.3641,1
2.2,0.4,0.6042,-1.7379,-1.6333,2
2.2,0.5,0.6195,-1.2508,-1.9651,1
2.2,0.6,0.6264,-1.1276,-1.9236,2
2.2,0.7,0.6287,-0.0467,-1.8211,1
2.2,0.8,0.6803,-1.8971,-0.8263,1
2.2,0.9,0.6372,1.0052,-3.4099,1
2.2,1.0,1.1169,-6.4474,-0.6533,1
2.3,-0.3,0.5035,-2.7407,-5.1536,1
2.3,-0.2,0.7277,-3.3877,0.0349,1
2.3,-0.1,0.6435,-4.5381,-0.6252,1
2.3,0.0,0.6344,-5.2095,-0.4388,1
2.3,0.1,0.6545,-4.5076,-0.8612,1
2.3,0.2,0.64,-1.6995,-1.7459,1
2.3,0.3,0.6155,-0.5322,-2.0477,1
2.3,0.4,0.6129,-0.5473,-1.7493,1
2.3,0.5,0.6305,-0.8081,-1.7769,1
2.3,0.6,0.6219,-0.3033,-1.9351,1
2.3,0.7,0.6445,0.4856,-2.5198,1
2.3,0.8,0.6694,4.4037,-1.0439,1
2.3,0.9,0.7843,-0.3974,1.7064,1
2.3,1.0,0.9985,3.3402,-2.9344,1
2.4,-0.2,0.9271,-19.3478,-4.279,1
2.4,-0.1,1.0082,-16.4318,-1.4789,1
2.4,0.0,0.9187,-17.9285,6.2721,1
2.4,0.1,1.2133,9.6784,1.5304,1
2.4,0.2,0.5973,-0.9883,-4.4005,1
2.4,0.3,0.6587,-3.5784,5.1295,1
2.4,0.4,0.7311,-2.834,-2.3967,1
2.4,0.5,0.7172,6.2447,-4.9341,1
2.4,0.6,0.7013,-4.4958,1.6816,1
2.4,0.7,0.8675,0.4384,-6.8444,1
2.4,0.8,0.5332,15.3535,-2.0759,1
